Area (km²),Centroid Latitude (WGS84),Centroid Longitude (WGS84),Vegetation_1,Vegetation_2
7732,38.204439501862275,85.30748843837644,芦苇草甸,禾草、杂类草盐生草甸
7475,51.64939298946809,121.56126540792465,含沼柳的,禾草、薹草及杂类草沼泽化草甸
7468,35.53098609361644,94.50559017586174,紫花针茅草原,禾草、薹草高寒草原
7446,24.822221457738276,110.87257803109205,芒草、野古草、金茅草丛,亚热带、热带草丛
7402,48.931450010714954,118.95168696953398,羊草、丛生禾草草原,温带丛生禾草草原
7301,28.81592151063674,118.6107593157486,刺芒野古草草丛,亚热带、热带草丛
7232,50.841664466083245,123.12589583590908,含柴桦、沼柳的,禾草、杂类草草甸
7209,29.10738528053762,96.06401590097703,雪层杜鹃、髯花杜鹃灌丛和圆穗蓼、珠芽蓼草甸,
6983,36.924598759893726,106.73584170808971,长芒草草原,温带丛生禾草草原
6856,43.94064602667055,92.41226709800677,沙生针茅草原,温带丛生矮禾草、矮半灌木荒漠草原
6830,48.14880475239289,116.21312340715609,西北针茅草原,温带丛生禾草草原
6624,43.08479962590591,120.2153445115517,沙米、虫实、猪毛菜沙地先锋植物群落,温带丛生禾草草原
6479,45.51254432473762,118.56793482300722,羊草、丛生禾草草原,温带丛生禾草草原
6455,34.76725729760032,92.02989392305884,紫花针茅草原和青藏薹草草原,
6324,29.733287456221813,96.92396250038682,雪层杜鹃、髯花杜鹃灌丛和小嵩草草甸,
6227,29.5598727811814,84.44563040217666,藏南蒿、固沙草草原,禾草、薹草高寒草原
6186,36.94814602837425,89.84741659405789,紫花针茅草原,禾草、薹草高寒草原
6183,36.4027674922968,91.87854099632432,小嵩草草甸,嵩草、杂类草高寒草甸
6064,35.67159179693009,88.39929919790394,青藏薹草草原,禾草、薹草高寒草原
5971,44.55647287910114,113.81468045108053,西北针茅草原,温带丛生禾草草原
5745,41.94120561042208,112.29476458543135,西北针茅草原,温带丛生禾草草原
5695,25.839317020585657,108.95712687727814,芒草、野古草、金茅草丛,亚热带、热带草丛
5667,28.447729328178166,87.89510122683272,藏籽蒿、针茅草原,禾草、薹草高寒草原
5605,29.619414267702492,91.2541456632382,长芒草草原和藏籽蒿、针茅草原和藏南蒿、固沙草草原,
5602,25.694739103320153,104.88316271019755,刺芒野古草、云南裂稃草草丛,亚热带、热带草丛
5545,28.832106141295444,90.9313587499129,藏籽蒿、针茅草原,禾草、薹草高寒草原
5365,34.81112309887585,95.98176888537094,小嵩草、紫花针茅草甸,嵩草、杂类草高寒草甸
5352,38.96352935807169,77.59335430062818,芦苇草甸,禾草、杂类草盐生草甸
5315,26.964776198057105,104.2723469089711,羊茅、野草青、杂类草草甸,禾草、杂类草草甸
5311,39.06910434017693,96.15928653051606,沙生针茅草原,温带丛生矮禾草、矮半灌木荒漠草原
5307,32.368305195328,97.50699357878395,小嵩草、圆穗蓼草甸,嵩草、杂类草高寒草甸
5303,29.050113004089496,94.26152316593979,雪层杜鹃、髯花杜鹃灌丛和小嵩草、圆穗蓼草甸,
5280,48.63463025730734,119.36729903412377,羊草、丛生禾草草原,温带丛生禾草草原
5262,52.661629345800996,122.62088751592785,含柴桦的,禾草、薹草及杂类草沼泽化草甸
5249,29.176444488103698,87.77088022154575,藏籽蒿、针茅草原和藏南蒿、固沙草草原和长芒草草原,
5144,35.544365643803005,86.07057602796847,青藏薹草草原,禾草、薹草高寒草原
5131,37.30794729910651,101.07772269123457,小嵩草草甸,嵩草、杂类草高寒草甸
5077,33.67920013841032,98.8974138668719,小嵩草、圆穗蓼草甸,嵩草、杂类草高寒草甸
5075,49.38138932367176,127.60441010671902,小白花地榆、金莲花、禾草草甸,禾草、杂类草草甸
4910,31.57347933910816,95.88360354989224,小嵩草草甸,嵩草、杂类草高寒草甸
4743,42.935979708708345,85.6126259779062,线叶嵩草草甸,嵩草、杂类草高寒草甸
4676,35.548997998898656,84.32062751376398,青藏薹草草原,禾草、薹草高寒草原
4524,31.617646504676973,81.69279327376269,紫花针茅、青藏薹草草原,禾草、薹草高寒草原
4502,48.492676353010644,117.22819664295643,羊草、丛生禾草草原,温带丛生禾草草原
4469,28.338204892061935,89.2640186477308,藏籽蒿、针茅草原,禾草、薹草高寒草原
4450,28.947178896330357,84.88427867948644,小嵩草草甸,嵩草、杂类草高寒草甸
4449,33.26007752488619,86.27571022678696,青藏薹草草原,禾草、薹草高寒草原
4444,33.627705770217744,93.80045121602522,西藏嵩草、薹草草甸,嵩草、杂类草高寒草甸
4421,41.35044309570635,107.04596367480005,戈壁针茅草原和石生针茅草原,
4414,36.71817677697803,91.59906002207833,紫花针茅草原,禾草、薹草高寒草原
4388,29.081344031354366,89.24660608988619,长芒草草原和藏籽蒿、针茅草原和藏南蒿、固沙草草原,
4366,26.005209580494004,115.22542720840225,刺芒野古草草丛和林以下以继木、映山红为主的马尾松林,
4349,32.45404386367828,87.42321291063091,青藏薹草草原,禾草、薹草高寒草原
4346,35.58554165545957,92.69888307276038,青藏薹草草原和紫花针茅草原,
4343,41.08044187386344,81.00388768681586,芦苇草甸,禾草、杂类草盐生草甸
4295,36.398272615617174,102.76650035477941,短花针茅草原,温带丛生矮禾草、矮半灌木荒漠草原
4233,24.124667126955092,116.55719540920943,芒草、野古草、金茅草丛,亚热带、热带草丛
4226,34.09391771937267,92.38445540601501,紫花针茅草原和青海早熟禾、扇穗茅草甸,
4221,42.1219633287751,110.31307386591189,戈壁针茅草原和石生针茅草原,
4182,34.52826700146224,95.08759349702721,紫花针茅草原,禾草、薹草高寒草原
4143,36.876784250552696,93.70136001992053,含白刺、柽柳的芦苇、大花野麻草甸,禾草、杂类草盐生草甸
4125,45.59818656908847,83.60765329497022,针茅草原,温带丛生禾草草原
4115,34.38513404110653,90.98902185965028,青藏薹草、紫花针茅草原,禾草、薹草高寒草原
4059,35.86695883653273,99.69129669888584,紫花针茅草原,禾草、薹草高寒草原
3992,39.62316392535654,109.58887549334581,沙蒿、禾草草原,温带丛生禾草草原
3991,39.40593931821487,77.35532466254836,多枝柽柳荒漠和芦苇草甸,
3981,31.839757283457832,80.70264731224403,紫花针茅、青藏薹草草原,禾草、薹草高寒草原
3833,38.807873165361805,98.40913571769177,矮嵩草草甸,嵩草、杂类草高寒草甸
3823,30.12353569335468,95.6421534167707,雪层杜鹃、髯花杜鹃灌丛和小嵩草、圆穗蓼草甸,
3799,45.80565870422268,124.7342236915802,羊草、杂类草草原,温带禾草、杂类草草甸草原
3763,35.961309957381395,102.19196278803658,长芒草、赖草、蒿草原,温带丛生禾草草原
3753,43.62441883040316,119.83058401647227,大针茅草原,温带丛生禾草草原
3751,32.77911223555354,80.69549062176226,紫花针茅、青藏薹草草原,禾草、薹草高寒草原
3737,33.3657041203979,99.85596306464552,小嵩草、圆穗蓼草甸,嵩草、杂类草高寒草甸
3709,46.82607705258959,125.36771368119189,羊草、杂类草草原,温带禾草、杂类草草甸草原
3677,32.60045974661763,84.87499114994235,青藏薹草草原,禾草、薹草高寒草原
3665,44.370709894135224,114.28887104765587,糙隐子草草原,温带丛生禾草草原
3651,34.096946855418814,91.42856760414027,小嵩草草甸和青藏薹草草原,
3649,49.195722994815995,118.75931334921893,沙米、虫实、猪毛菜沙地先锋植物群落,温带丛生禾草草原
3649,47.51511824058692,130.4474362727101,小白花地榆、金莲花、禾草草甸,禾草、杂类草草甸
3630,45.41110070027981,83.1554720501598,羊茅草原,温带丛生禾草草原
3620,47.94855059864044,125.8998226061125,小白花地榆、金莲花、禾草草甸,禾草、杂类草草甸
3619,29.08042035017763,91.6039789260455,藏北嵩草草甸和薹草、发草沼泽,
3607,29.76485817661031,83.14083288141907,小嵩草草甸,嵩草、杂类草高寒草甸
3604,43.5232534025647,119.18730258894648,大针茅草原,温带丛生禾草草原
3549,35.03149580902856,96.61613772085155,西藏嵩草、薹草草甸和小嵩草草甸,
3491,37.23566216762289,99.41462929846894,紫花针茅、高山薹草草原,禾草、薹草高寒草原
3487,49.690311293350284,120.45078712109442,线叶菊、禾草、杂类草草原,温带禾草、杂类草草甸草原
3487,32.98908358868523,93.75174418950856,西藏嵩草、薹草草甸,嵩草、杂类草高寒草甸
3461,35.776252794207444,97.09945200653759,紫花针茅草原,禾草、薹草高寒草原
3443,41.98273069646044,108.2046308681179,川青锦鸡儿、矮禾草草原,温带丛生矮禾草、矮半灌木荒漠草原
3435,31.239502947286145,89.73156061500764,小嵩草草甸,嵩草、杂类草高寒草甸
3430,46.03887064461128,119.32321050316358,小糠草、野大麦草甸,禾草、薹草及杂类草沼泽化草甸
3403,35.983635628571534,93.85118872084723,紫花针茅草原,禾草、薹草高寒草原
3380,48.42022764735601,127.23830972528731,小白花地榆、金莲花、禾草草甸,禾草、杂类草草甸
3380,38.036833925057586,101.63713650760089,西北针茅草原,温带丛生禾草草原
3367,39.01013931209844,96.91598745364836,矮嵩草草甸,嵩草、杂类草高寒草甸
3358,38.73846685502198,95.74896032628045,紫花针茅草原,禾草、薹草高寒草原
3350,49.72859615859404,118.85546281061283,小糠草、野大麦草甸,禾草、薹草及杂类草沼泽化草甸
3345,45.26184123555231,119.08467577788137,大针茅草原,温带丛生禾草草原
3343,33.41799403571335,101.91173390657454,线叶嵩草草甸,嵩草、杂类草高寒草甸
3300,36.48701554744563,96.36010190175455,含白刺、柽柳的芦苇、大花野麻草甸,禾草、杂类草盐生草甸
3297,33.42900999392029,85.23337531422435,青藏薹草草原,禾草、薹草高寒草原
3286,38.76773733616155,76.85366500663062,芦苇草甸和刚毛柽柳荒漠,
3279,46.60479734385757,124.79021430508766,羊草、杂类草草原,温带禾草、杂类草草甸草原
3261,42.79192857397029,83.69187591857006,线叶嵩草草甸,嵩草、杂类草高寒草甸
3258,45.89830779107622,83.99707258799116,羊茅草原,温带丛生禾草草原
3248,33.99693230167468,79.62117795306632,紫花针茅、青藏薹草草原,禾草、薹草高寒草原
3232,45.11239815963225,114.60143450084524,大针茅草原,温带丛生禾草草原
3214,49.472284949107376,118.76571297240771,羊草、丛生禾草草原,温带丛生禾草草原
3214,45.207427513452785,115.31596311452988,西北针茅草原,温带丛生禾草草原
3211,39.89080078151854,110.9610004657286,沙蒿、禾草草原,温带丛生禾草草原
3189,40.003103000334434,107.930231171646,狭叶儿锦鸡儿、矮禾草草原,温带丛生矮禾草、矮半灌木荒漠草原
3170,37.099948306149884,119.02532967507172,碱蓬草甸,禾草、杂类草盐生草甸
3163,34.34173432448716,79.47259414691844,青藏薹草、紫花针茅草原,禾草、薹草高寒草原
3154,36.642316823167945,96.50609119112664,芦苇草甸,禾草、杂类草盐生草甸
3124,37.39679915740413,93.39722488090699,芦苇草甸,禾草、杂类草盐生草甸
3119,47.77430402823694,123.954380634744,修氏薹草、禾草、杂类草草甸,禾草、薹草及杂类草沼泽化草甸
3108,31.022421656248184,97.73931772340194,小嵩草草甸,嵩草、杂类草高寒草甸
3097,45.58384029844018,132.4356502722209,修氏薹草、禾草、杂类草草甸,禾草、薹草及杂类草沼泽化草甸
3094,46.382151478567145,117.80364707945631,羊草、丛生禾草草原,温带丛生禾草草原
3084,43.1977544562863,93.48403186686099,针茅、矮半灌木草原,温带丛生矮禾草、矮半灌木荒漠草原
3074,49.10544002555736,116.74814610137348,大针茅草原,温带丛生禾草草原
3060,28.86232148743623,89.09750541262133,小嵩草草甸,嵩草、杂类草高寒草甸
3055,42.18525972309964,113.7201275346779,西北针茅草原,温带丛生禾草草原
3042,43.50682006090869,116.72765414005848,大针茅草原,温带丛生禾草草原
3024,35.09364042158647,94.48456018198993,小嵩草、异针茅草甸,嵩草、杂类草高寒草甸
3017,37.47217418679607,78.18848714164687,芦苇草甸,禾草、杂类草盐生草甸
2995,48.24218785883149,117.92326680132302,西北针茅草原,温带丛生禾草草原
2993,32.6818901498745,93.90436764624883,藏北嵩草草甸,嵩草、杂类草高寒草甸
2993,38.71942522355894,95.55781968278295,冰草草原,温带丛生禾草草原
2982,44.5746715349743,120.97514296582037,线叶菊、禾草、杂类草草原,温带禾草、杂类草草甸草原
2960,40.16594158792262,108.55085732671121,沙米、虫实、猪毛菜沙地先锋植物群落,温带丛生禾草草原
2955,49.63636747969768,119.24342415649971,大针茅草原,温带丛生禾草草原
2952,34.34819845154511,95.80768255390173,小嵩草、紫花针茅草甸,嵩草、杂类草高寒草甸
2943,34.48160100159046,104.43795851610867,无芒雀麦草甸,禾草、杂类草草甸
2921,35.07092896849569,88.59434239092728,青藏薹草草原,禾草、薹草高寒草原
2882,52.87180994981663,124.86717400062167,小白花地榆、金莲花、禾草草甸,禾草、杂类草草甸
2877,46.318117407201086,123.87658580203792,小白花地榆、金莲花、禾草草甸,禾草、杂类草草甸
2875,34.54450642245815,98.39848893762343,西藏嵩草、薹草草甸,嵩草、杂类草高寒草甸
2848,37.50982516455637,91.13637479976644,紫花针茅草原,禾草、薹草高寒草原
2835,46.10394570877451,118.9216174672234,羊草、杂类草草原,温带禾草、杂类草草甸草原
2831,28.6509295387516,97.73583126131207,雪层杜鹃、髯花杜鹃灌丛和小嵩草草甸,
2829,39.633913974442606,95.5960299625353,短花针茅、长芒草草原,温带丛生禾草草原
2825,42.766697086890936,119.418890467135,大针茅草原,温带丛生禾草草原
2769,34.07020336953486,93.49622342154657,小嵩草、紫花针茅草甸,嵩草、杂类草高寒草甸
2752,43.68248234891919,91.31457119624433,沙生针茅草原,温带丛生矮禾草、矮半灌木荒漠草原
2742,39.24905298768471,93.76654631469606,冰草草原,温带丛生禾草草原
2737,32.44946330068181,88.29030626231156,青藏薹草草原,禾草、薹草高寒草原
2703,35.633702349178456,98.86704517458165,小嵩草、紫花针茅草甸,嵩草、杂类草高寒草甸
2695,38.912499050823065,99.66177971235294,西北针茅草原,温带丛生禾草草原
2677,43.00828088715835,118.69939560746576,白莲蒿、禾草草原,温带丛生禾草草原
2661,28.1059549482558,104.63685710430846,扭黄茅、龙须草、白茅草丛,亚热带、热带草丛
2657,31.924485829303247,82.69771364682389,紫花针茅、青藏薹草草原,禾草、薹草高寒草原
2655,44.90991173592073,112.0593518726987,戈壁针茅草原和石生针茅草原,
2638,49.469392894804045,120.74144505712461,线叶菊、禾草、杂类草草原,温带禾草、杂类草草甸草原
2635,31.39640700992876,99.88235428290793,四川嵩草草甸,嵩草、杂类草高寒草甸
2628,39.10536950714814,96.34306668730578,紫花针茅草原,禾草、薹草高寒草原
2627,51.01217270353893,119.84913635435521,线叶菊、禾草、杂类草草原,温带禾草、杂类草草甸草原
2617,37.2263030909807,92.7599857088926,芦苇草甸,禾草、杂类草盐生草甸
2604,44.654743273037255,114.48302577414314,线叶菊、禾草、杂类草草原,温带禾草、杂类草草甸草原
2596,39.343744081274366,107.42817658382967,川青锦鸡儿、矮禾草草原,温带丛生矮禾草、矮半灌木荒漠草原
2594,34.74138366610607,97.72515247950388,西藏嵩草、薹草草甸,嵩草、杂类草高寒草甸
2587,30.42628613502305,82.07156452209111,小嵩草草甸,嵩草、杂类草高寒草甸
2586,37.70099846841628,98.48590934593645,小嵩草、紫花针茅草甸,嵩草、杂类草高寒草甸
2565,42.241022374267516,113.16629397168313,西北针茅草原,温带丛生禾草草原
2557,44.380324290370034,122.25966008255536,羊草、杂类草草原,温带禾草、杂类草草甸草原
2556,31.397971342303972,96.63098530888665,雪层杜鹃、髯花杜鹃灌丛和小嵩草、圆穗蓼草甸,
2550,35.66420047544597,91.8666883148541,青藏薹草、紫花针茅草原,禾草、薹草高寒草原
2536,43.38126629302434,86.51681031241691,细果薹草草甸,嵩草、杂类草高寒草甸
2532,39.14026645778978,93.3054655785252,紫花针茅草原,禾草、薹草高寒草原
2532,51.07230330180089,126.45707923437031,小白花地榆、金莲花、禾草草甸,禾草、杂类草草甸
2515,32.23232814124546,100.6307583608757,小嵩草草甸,嵩草、杂类草高寒草甸
2513,44.52113173177801,120.08304353487055,小糠草、野大麦草甸,禾草、薹草及杂类草沼泽化草甸
2505,44.26742327230441,115.12213673781079,羊草、丛生禾草草原,温带丛生禾草草原
2493,35.48402050532858,101.81946913846312,矮嵩草草甸,嵩草、杂类草高寒草甸
2483,38.896125914459155,117.5336961654839,碱蓬草甸,禾草、杂类草盐生草甸
2478,40.39402142439696,96.10998542465357,苦豆子、大花野麻、胀果甘草、骆驼刺、花花柴草甸,禾草、杂类草盐生草甸
2467,35.37166738791693,94.43436032278998,小嵩草、紫花针茅草甸,嵩草、杂类草高寒草甸
2461,53.27247725956064,123.48497267505809,含柴桦的,禾草、薹草及杂类草沼泽化草甸
2459,32.473815256402915,96.46429908756214,小嵩草草甸,嵩草、杂类草高寒草甸
2450,45.665179292031404,84.25584478746931,沙生针茅草原,温带丛生矮禾草、矮半灌木荒漠草原
2440,28.114487552571912,88.49853027931148,小嵩草草甸,嵩草、杂类草高寒草甸
2427,26.534025371702757,105.34983562890078,芒草、野古草、金茅草丛,亚热带、热带草丛
2406,38.661859574045245,99.21020104331086,小嵩草草甸,嵩草、杂类草高寒草甸
2403,38.01467172575884,99.64178381860374,西藏嵩草、薹草草甸,嵩草、杂类草高寒草甸
2353,43.13537184706833,116.88828058774084,沙米、虫实、猪毛菜沙地先锋植物群落,温带丛生禾草草原
2345,34.2003677605641,97.90265785918714,小嵩草草甸,嵩草、杂类草高寒草甸
2343,42.60519207527262,84.61298346235891,紫花针茅草原,禾草、薹草高寒草原
2338,49.645440243155164,118.35810258641588,洽草、冰草、丛生小禾草草原,温带丛生禾草草原
2329,48.49849256338672,118.49311717568216,洽草、冰草、丛生小禾草草原,温带丛生禾草草原
2325,32.67836257172278,85.79268627303402,青藏薹草草原,禾草、薹草高寒草原
2321,48.29601808430023,118.46378419165553,沙米、虫实、猪毛菜沙地先锋植物群落,温带丛生禾草草原
2320,39.61566819401252,97.20205471144541,西北针茅草原,温带丛生禾草草原
2315,33.676465314480446,95.76182912174339,小嵩草、紫花针茅草甸,嵩草、杂类草高寒草甸
2315,43.86036933418484,120.5236682703105,大针茅草原,温带丛生禾草草原
2309,49.3847199096998,119.78856880864348,羊草、丛生禾草草原,温带丛生禾草草原
2307,35.62322387989182,91.04661312987102,青藏薹草草原,禾草、薹草高寒草原
2289,46.201750610609295,130.15610905806295,小白花地榆、金莲花、禾草草甸,禾草、杂类草草甸
2288,34.605734717558924,92.94670991100959,小嵩草草甸,嵩草、杂类草高寒草甸
2273,42.2137307496146,116.97621389421242,羊草、丛生禾草草原,温带丛生禾草草原
2273,46.54808214540776,84.78378420475948,沟叶羊茅草原,温带丛生禾草草原
2259,31.330756008540785,88.38774246354275,小嵩草草甸,嵩草、杂类草高寒草甸
2242,42.54889739254434,96.39088771319767,中亚细柄茅、库车锦鸡儿草原,温带丛生矮禾草、矮半灌木荒漠草原
2233,37.957524600154215,98.56191292153,小嵩草草甸,嵩草、杂类草高寒草甸
2232,38.09326914023839,84.44758392155174,含胡杨,禾草、杂类草盐生草甸
2204,28.8748354858199,97.08342163815708,雪层杜鹃、髯花杜鹃灌丛和圆穗蓼、珠芽蓼草甸,
2191,36.874691875294175,105.12840652418697,短花针茅草原,温带丛生矮禾草、矮半灌木荒漠草原
2149,46.27285067077492,119.86515814618772,小白花地榆、金莲花、禾草草甸,禾草、杂类草草甸
2148,27.316430074229373,114.81420982862043,刺芒野古草草丛,亚热带、热带草丛
2141,39.08587852688454,76.34630127953872,芦苇草甸,禾草、杂类草盐生草甸
2140,46.28412470286292,118.348837440982,大针茅草原,温带丛生禾草草原
2119,36.225997689083925,99.11748495698559,矮嵩草草甸,嵩草、杂类草高寒草甸
2118,24.825813835485516,111.87140051887421,芒草、野古草、金茅草丛,亚热带、热带草丛
2098,46.7947400865863,83.97851207399664,羊茅草原,温带丛生禾草草原
2097,50.451114488480435,120.24995108180953,线叶菊、禾草、杂类草草原,温带禾草、杂类草草甸草原
2078,24.13604352609176,110.87562930988601,芒草、野古草、金茅草丛,亚热带、热带草丛
2072,41.472453887103214,109.90300329817259,西北针茅草原,温带丛生禾草草原
2067,34.923966508663916,95.1811961058714,小嵩草、紫花针茅草甸,嵩草、杂类草高寒草甸
2049,32.9191072782084,94.73257705536169,小嵩草、圆穗蓼草甸,嵩草、杂类草高寒草甸
2038,48.376387232924024,87.34843631817444,早熟禾草甸,禾草、杂类草草甸
2000,31.689436047990565,94.6805990827173,小嵩草、圆穗蓼草甸,嵩草、杂类草高寒草甸
1992,34.184561931329064,94.03538980055016,小嵩草草甸,嵩草、杂类草高寒草甸
1988,34.406963063187185,96.76878636539762,小嵩草、圆穗蓼草甸,嵩草、杂类草高寒草甸
1985,45.30655675268624,115.97585644696662,羊草、杂类草草原,温带禾草、杂类草草甸草原
1978,34.00391589699821,95.0078731476717,小嵩草、圆穗蓼草甸,嵩草、杂类草高寒草甸
1970,37.97211608005139,100.34108774042254,小嵩草草甸,嵩草、杂类草高寒草甸
1968,43.03775287601842,114.20262419753372,沙米、虫实、猪毛菜沙地先锋植物群落,温带丛生禾草草原
1965,43.00181318498417,85.22282456511714,座花针茅草原,禾草、薹草高寒草原
1964,33.89211309581993,102.08526054923098,线叶嵩草草甸,嵩草、杂类草高寒草甸
1962,34.167839377649344,82.60217016905578,紫花针茅草原,禾草、薹草高寒草原
1956,40.704534925259296,77.66884572752053,镰芒针茅草原,温带丛生矮禾草、矮半灌木荒漠草原
1956,33.11647004377032,95.11733417158881,小嵩草、圆穗蓼草甸,嵩草、杂类草高寒草甸
1950,44.07859460484168,89.6652126947548,芨芨草草甸,禾草、杂类草盐生草甸
1947,43.250662382368674,122.33487745827394,沙蒿、禾草草原,温带丛生禾草草原
1944,36.98282023411455,88.15068158370501,青藏薹草草原,禾草、薹草高寒草原
1940,47.3815671843266,90.29019361242136,三界羊茅、高山黄花茅草甸,嵩草、杂类草高寒草甸
1933,46.379036359422734,122.08888972510863,线叶菊、禾草、杂类草草原,温带禾草、杂类草草甸草原
1931,33.710236487035715,90.6991255731635,紫花针茅草原和青藏薹草草原,
1929,41.8809355747445,107.75876472244063,川青锦鸡儿、矮禾草草原,温带丛生矮禾草、矮半灌木荒漠草原
1919,34.366155102491724,93.26454642222639,紫花针茅草原,禾草、薹草高寒草原
1888,46.533718452980104,124.99866934266372,碱蓬、剪刀股草甸,禾草、杂类草盐生草甸
1878,31.667638586336015,80.1276676821348,紫花针茅、青藏薹草草原,禾草、薹草高寒草原
1875,48.69022348547412,120.27742837153113,线叶菊、禾草、杂类草草原,温带禾草、杂类草草甸草原
1873,32.27776060898118,80.42933623880957,紫花针茅草原,禾草、薹草高寒草原
1867,35.74137111588528,81.07190976215941,紫花针茅、垫状驼绒藜草原,禾草、薹草高寒草原
1860,44.05344450534969,114.8526123856131,大针茅草原,温带丛生禾草草原
1859,37.27553970114351,103.36581048581924,大针茅草原,温带丛生禾草草原
1856,37.78448957943125,88.03609388478613,紫花针茅草原,禾草、薹草高寒草原
1856,33.88965083507823,92.97014690189373,小嵩草、紫花针茅草甸,嵩草、杂类草高寒草甸
1854,32.29652425778535,81.5245045944586,紫花针茅、青藏薹草草原,禾草、薹草高寒草原
1839,37.798308058136506,107.01648234038196,短花针茅草原,温带丛生矮禾草、矮半灌木荒漠草原
1839,36.594871489345174,95.0960583153846,含白刺、柽柳的芦苇、大花野麻草甸,禾草、杂类草盐生草甸
1834,33.648098371768924,91.24946542438504,小嵩草草甸,嵩草、杂类草高寒草甸
1832,40.96882705595171,77.81662393005892,镰芒针茅草原,温带丛生矮禾草、矮半灌木荒漠草原
1822,32.26868812920035,101.3367376186691,四川嵩草草甸,嵩草、杂类草高寒草甸
1818,36.5407648489188,101.18768288227015,矮嵩草草甸,嵩草、杂类草高寒草甸
1818,34.877151981809526,98.67371451548495,小嵩草、紫花针茅草甸,嵩草、杂类草高寒草甸
